CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_SAN,SYNERGY_SCORE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA,QA,BatchID,COMBINATION_ID
SW837,DOXORUBICIN,BEZ-235,0.3,0.4,0.07337878,0.966681322,0.0,0.156333936,1.00241161,0.0,0,1.0,6.846114254,32.32441479,1,1,BEZ-235.DOXORUBICIN
NCIH520,CYCLOPHOSPHAMIDE,MK-5108,10.0,2.0,1.0,0.0,100.0,0.467125114,2.144212024,52.47306326,0,1.0,3.726130315,3.726130315,1,1,CYCLOPHOSPHAMIDE.MK-5108
DLD1,METFORMIN,ABT-888,250.0,10.0,1.0,0.0,100.0,1.0,0.0,100.0,0,0.0,-2.184360389,-2.184360389,1,1,ABT-888.METFORMIN
MSTO,METFORMIN,L778123,250.0,5.0,1.0,0.0,100.0,2.584940347,0.583480632,0.0,0,0.0,-10.45428103,-10.45428103,1,1,L778123.METFORMIN
SKMEL30,VINBLASTINE,LAPATINIB,0.04,5.0,0.010900471,9.999999998,44.09590529,4.989859118,9.999980184,65.93728798,0,1.0,14.87764433,16.21071335,1,1,LAPATINIB.VINBLASTINE
OV90,GEMCITABINE,BEZ-235,0.01,0.4,0.000255056,0.21031326,0.0,0.025468009,1.783449686,21.30368443,0,1.0,-12.91949117,8.895895256,1,1,BEZ-235.GEMCITABINE
UWB1289,AZD1775,LAPATINIB,0.5,5.0,0.053169677,1.602490427,5.175709362,1.952017201,1.530659182,0.0,0,0.0,-4.065673649,7.83803648,1,1,AZD1775.LAPATINIB
NCIH1650,L778123,ETOPOSIDE,5.0,4.0,5.0,0.407740322,36.78702576,2.006544491,1.535331728,45.334192,0,1.0,-4.293087703,9.302499138,1,1,ETOPOSIDE.L778123
NCIH23,DASATINIB,SORAFENIB,3.0,20.0,0.102331447,0.938147333,70.46496068,10.60554087,2.511558639,0.0,0,1.0,15.49409803,29.66467255,1,1,DASATINIB.SORAFENIB
MSTO,CYCLOPHOSPHAMIDE,GELDANAMYCIN,10.0,2.0,1.0,0.0,100.0,0.558739459,1.817667282,23.77380413,0,0.0,-17.04656335,-17.04656335,1,2,CYCLOPHOSPHAMIDE.GELDANAMYCIN
NCIH2122,DEXAMETHASONE,ERLOTINIB,10.0,5.0,0.0035,0.1,65.96767714,1.832641816,1.295925477,17.31900126,0,1.0,26.00713935,49.42241419,1,1,DEXAMETHASONE.ERLOTINIB
SKMES1,AZD1775,MK-2206,0.5,4.0,0.149447008,3.560192058,21.14345641,0.225509184,1.418624852,66.34938264,0,1.0,13.1177326,25.92079477,1,1,AZD1775.MK-2206
NCIH23,ZOLINZA,DINACICLIB,4.0,0.04,1.37814084,10.0,19.00522486,0.01029753,2.234816708,11.44131129,0,0.0,-3.797235151,2.368553423,1,1,DINACICLIB.ZOLINZA
A427,MK-4827,SORAFENIB,10.0,20.0,10.0,0.489240741,66.4329422,4.894644804,1.264497593,0.0,0,1.0,8.0843555,14.05480373,1,1,MK-4827.SORAFENIB
DLD1,MK-4541,GEMCITABINE,4.0,0.01,4.0,10.0,87.79445753,0.002901343,10.0,56.03596583,0,0.0,-7.473845513,-6.425206081,1,1,GEMCITABINE.MK-4541
HT144,MITOMYCINE,DINACICLIB,1.0,0.04,0.467330723,0.984816556,0.0,0.012660859,2.487512726,0.0,0,0.0,-0.677477601,13.45749798,1,1,DINACICLIB.MITOMYCINE
MDAMB436,VINORELBINE,SUNITINIB,0.04,5.0,0.008235335,1.853452487,35.01579901,5.0,1.115200953,24.67592069,0,1.0,-1.553446237,10.26040715,1,1,SUNITINIB.VINORELBINE
LOVO,CARBOPLATIN,BEZ-235,50.0,0.4,50.0,1.290957717,38.0090127,0.016477686,1.453323164,21.62664088,0,1.0,6.776505852,18.9730583,1,1,BEZ-235.CARBOPLATIN
HT29,MRK-003,LAPATINIB,10.0,5.0,5.610753619,1.514980531,0.0,4.440191821,2.405275197,0.0,0,1.0,36.1379653,42.31276981,1,1,LAPATINIB.MRK-003
HT144,CARBOPLATIN,AZD1775,50.0,0.5,14.36710232,10.0,77.30736772,0.200943276,10.0,63.19058425,0,1.0,9.85470592,13.59150724,1,1,AZD1775.CARBOPLATIN
UACC62,5-FU,BORTEZOMIB,10.0,0.04,2.781137858,1.191584934,58.93240037,0.004404981,1.889543497,5.275796812,0,0.0,-17.42703654,-3.307473898,1,1,5-FU.BORTEZOMIB
RKO,DOXORUBICIN,BEZ-235,0.3,0.4,0.039199052,1.376915502,0.0,0.023979506,1.651382462,47.62224428,0,1.0,-14.57421711,11.29968048,1,1,BEZ-235.DOXORUBICIN
NCIH520,CARBOPLATIN,GELDANAMYCIN,50.0,2.0,15.35698564,10.0,76.49668232,0.213312181,1.427772568,47.69645721,0,0.0,-4.54466469,3.700255587,1,1,CARBOPLATIN.GELDANAMYCIN
SKMES1,TEMOZOLOMIDE,AZD1775,250.0,0.5,12.91737117,9.999999999,91.37048895,0.149447008,3.560192058,21.14345641,0,1.0,22.6869472,28.52527425,1,1,AZD1775.TEMOZOLOMIDE
HT29,AZD1775,TOPOTECAN,0.5,1.0,0.342982665,3.163591651,0.0,0.100501191,1.42751517,5.964299292,0,1.0,17.74884993,25.42072772,1,1,AZD1775.TOPOTECAN
SKMEL30,LAPATINIB,MK-5108,5.0,2.0,4.989859118,9.999980184,65.93728798,0.653052447,10.0,83.20797823,0,1.0,14.59838683,16.93853993,1,1,LAPATINIB.MK-5108
NCIH2122,L778123,ERLOTINIB,5.0,5.0,5.0,0.441727396,11.16872629,1.832641816,1.295925477,17.31900126,0,1.0,3.548649288,24.84244338,1,1,ERLOTINIB.L778123
SKMES1,AZD1775,LAPATINIB,0.5,5.0,0.149447008,3.560192058,21.14345641,0.237147423,1.310593315,36.92422442,0,1.0,-2.115554177,17.89391131,1,1,AZD1775.LAPATINIB
HCT116,METFORMIN,BEZ-235,250.0,0.4,1.0,0.0,100.0,0.4,1.790752238,23.64624806,0,1.0,7.160163909,7.160163909,1,1,BEZ-235.METFORMIN
HT29,METFORMIN,MK-2206,250.0,4.0,250.0,10.0,89.80144439,0.387016605,1.369407327,71.43174346,0,0.0,-0.547878672,1.204115604,1,1,METFORMIN.MK-2206
VCAP,MRK-003,PACLITAXEL,10.0,0.04,5.489241251,2.081095091,63.96130924,0.002300667,3.022106968,4.151109898,0,1.0,16.52164228,22.88799467,1,1,MRK-003.PACLITAXEL
HT29,VINBLASTINE,MK-8776,0.04,4.0,0.008721689,10.0,19.60282911,0.985334465,1.925714601,61.37873827,0,1.0,4.644399717,16.86013778,1,1,MK-8776.VINBLASTINE
PA1,METFORMIN,SORAFENIB,250.0,20.0,1.0,0.0,100.0,5.495941128,3.567795377,0.0,0,1.0,5.354303098,5.354303098,1,1,METFORMIN.SORAFENIB
NCIH520,L778123,GELDANAMYCIN,5.0,2.0,4.518268727,0.93796332,42.55341484,0.213312181,1.427772568,47.69645721,0,1.0,3.596060463,20.8518668,1,1,GELDANAMYCIN.L778123
A427,ERLOTINIB,TOPOTECAN,5.0,1.0,4.543701048,0.951436088,0.0,0.05356704,1.620082763,14.8192124,0,1.0,7.278590376,25.36354203,1,1,ERLOTINIB.TOPOTECAN
RKO,MK-8669,GELDANAMYCIN,0.01,2.0,0.000547941,10.0,81.16881373,0.511770404,2.042914942,8.054680976,0,1.0,22.298601,34.78258588,1,1,GELDANAMYCIN.MK-8669
PA1,DASATINIB,SORAFENIB,3.0,20.0,0.062649531,1.122418615,22.03005923,5.495941128,3.567795377,0.0,0,1.0,-0.632025135,12.96701101,1,1,DASATINIB.SORAFENIB
SKOV3,DINACICLIB,MK-8776,0.04,4.0,0.016148361,10.0,18.99938125,1.527309641,2.173630498,18.89348894,0,0.0,18.22905691,21.56743432,1,1,DINACICLIB.MK-8776
OV90,MRK-003,PACLITAXEL,10.0,0.04,10.0,0.784745814,21.78976649,0.001710026,10.0,51.62147209,0,1.0,5.152672593,30.01580104,1,1,MRK-003.PACLITAXEL
ES2,METHOTREXATE,MK-8669,0.2,0.01,0.09051602,10.0,17.16309897,0.000549034,10.0,87.62999839,0,0.0,-9.445203462,-4.34525826,1,1,METHOTREXATE.MK-8669
NCIH2122,DOXORUBICIN,AZD1775,0.3,0.5,0.05057381,0.832377174,0.0,0.261538241,10.0,28.68648592,0,0.0,0.529311441,5.605958963,1,1,AZD1775.DOXORUBICIN
UWB1289,MK-4541,ABT-888,4.0,10.0,0.992211381,10.0,87.89149365,10.0,1.912508276,72.83692041,0,1.0,11.16666441,13.87837115,1,1,ABT-888.MK-4541
MDAMB436,MK-2206,MK-8776,4.0,4.0,1.95898947,1.030844415,64.06371107,0.432222188,2.005138589,51.00271073,0,1.0,-0.174112623,15.21308114,1,1,MK-2206.MK-8776
LOVO,MRK-003,DOXORUBICIN,10.0,0.3,10.0,0.74800722,6.213393414,0.042439567,0.836061599,0.0,0,1.0,-12.11879436,7.830928051,1,1,DOXORUBICIN.MRK-003
T47D,MK-2206,ERLOTINIB,4.0,5.0,0.093797983,1.246088003,17.40981621,3.415215696,1.139473987,0.0,0,0.0,-27.48017909,-4.969707013,1,1,ERLOTINIB.MK-2206
OVCAR3,PD325901,TOPOTECAN,0.1,1.0,0.006938836,1.51748287,74.17604956,0.151326302,1.215531374,0.0,0,1.0,-9.548525216,11.03951792,1,1,PD325901.TOPOTECAN
A2780,5-FU,SORAFENIB,10.0,20.0,1.695142171,1.744558015,30.21226579,5.292470939,3.057883709,1.420951089,0,0.0,-3.187741188,6.453082217,1,1,5-FU.SORAFENIB
DLD1,MITOMYCINE,MK-8776,1.0,4.0,0.287366246,1.76411102,52.14266331,1.506298224,10.0,87.30090495,0,1.0,10.36935237,13.53720787,1,1,MITOMYCINE.MK-8776
LOVO,MK-4541,METHOTREXATE,4.0,0.2,0.087538772,1.06259322,90.8569488,0.051231031,10.0,93.85191986,0,0.0,-41.00922948,-34.99001262,1,1,METHOTREXATE.MK-4541
HT29,PD325901,DASATINIB,0.1,3.0,0.006286773,1.517561129,29.97851036,0.239994571,0.91955125,41.60819354,0,1.0,28.94991716,72.1512672,1,1,DASATINIB.PD325901
A2058,METFORMIN,ZOLINZA,250.0,4.0,1.0,0.0,100.0,1.33697119,10.0,28.70069909,0,1.0,8.558169974,8.558169974,1,1,METFORMIN.ZOLINZA
NCIH23,CYCLOPHOSPHAMIDE,ABT-888,10.0,10.0,1.0,0.0,100.0,10.0,0.931160464,93.06623467,0,1.0,5.452490769,5.452490769,1,2,ABT-888.CYCLOPHOSPHAMIDE
NCIH520,METHOTREXATE,L778123,0.2,5.0,0.041352254,10.0,23.22315421,4.518268727,0.93796332,42.55341484,0,0.0,-12.08305198,-7.236126987,1,1,L778123.METHOTREXATE
A2780,MK-4541,DOXORUBICIN,4.0,0.3,0.996737788,9.999719846,89.19861733,0.013747852,1.809613757,18.99251752,0,1.0,3.793693925,6.319663203,1,1,DOXORUBICIN.MK-4541
UACC62,ETOPOSIDE,MK-8669,4.0,0.01,2.054591825,0.725000209,12.47907644,0.000693121,3.155845824,76.11335754,0,1.0,6.405534861,33.79823204,1,1,ETOPOSIDE.MK-8669
VCAP,CYCLOPHOSPHAMIDE,SUNITINIB,10.0,5.0,1.0,0.0,100.0,5.0,10.0,18.64987029,0,1.0,17.51152041,17.51152041,1,1,CYCLOPHOSPHAMIDE.SUNITINIB
RPMI7951,ZOLINZA,LAPATINIB,4.0,5.0,1.71447799,2.561759031,0.0,5.0,1.005893591,40.26961233,0,0.0,2.418365508,11.1107491,1,1,LAPATINIB.ZOLINZA
SW620,PD325901,BORTEZOMIB,0.1,0.04,0.003682238,1.175102831,32.92820459,0.008343679,1.96227928,0.0,0,1.0,10.75799178,38.17283883,1,1,BORTEZOMIB.PD325901
OCUBM,DOXORUBICIN,MK-4827,0.3,10.0,0.011088026,10.0,1.389880094,2.59713257,3.478378003,38.94358858,0,0.0,0.111095986,4.465637925,1,1,DOXORUBICIN.MK-4827
SKMEL30,ERLOTINIB,SORAFENIB,5.0,20.0,4.999660268,9.999997915,49.62549882,4.629098254,1.86921124,22.72973457,0,1.0,3.974122971,7.400339774,1,1,ERLOTINIB.SORAFENIB
A2780,DEXAMETHASONE,ERLOTINIB,10.0,5.0,1.0,0.0,100.0,4.666903069,1.413391053,0.450898924,0,0.0,-2.33626138,-2.33626138,1,1,DEXAMETHASONE.ERLOTINIB
LOVO,TEMOZOLOMIDE,MK-4827,250.0,10.0,250.0,10.0,88.59101696,10.0,1.119046815,31.40488082,0,1.0,56.16287301,58.12127321,1,1,MK-4827.TEMOZOLOMIDE
SW837,MK-4541,MK-2206,4.0,4.0,1.54082462,9.999999976,86.48639189,0.206308566,10.0,65.97735249,0,1.0,11.43237507,16.73226425,1,1,MK-2206.MK-4541
PA1,SUNITINIB,DINACICLIB,5.0,0.04,3.824096718,5.505699327,0.0,0.006623759,2.331439309,0.473804777,0,1.0,21.56180249,24.74671977,1,1,DINACICLIB.SUNITINIB
OV90,MK-4541,ZOLINZA,4.0,4.0,4.0,10.0,90.60436119,1.427083169,10.0,46.39799479,0,0.0,0.488374248,1.462910998,1,1,MK-4541.ZOLINZA
SW837,L778123,GEMCITABINE,5.0,0.01,5.0,3.588551346,39.63383334,1.25e-05,0.1,46.65316375,0,1.0,8.878688704,12.99347728,1,1,GEMCITABINE.L778123
RPMI7951,AZD1775,MK-8669,0.5,0.01,0.222065253,4.074925086,21.21454364,0.000292703,1.37366414,39.15969592,0,1.0,20.74517485,36.40237917,1,1,AZD1775.MK-8669
RPMI7951,ERLOTINIB,BEZ-235,5.0,0.4,4.379297838,1.492341818,0.0,0.022137885,3.500881704,8.391710357,0,1.0,27.17527584,36.61790772,1,1,BEZ-235.ERLOTINIB
A375,MK-4541,AZD1775,4.0,0.5,1.0,0.0,100.0,0.242489497,2.927098452,49.36934791,0,1.0,6.985326338,6.985326338,1,1,AZD1775.MK-4541
DLD1,PACLITAXEL,MK-4827,0.04,10.0,0.019186463,2.332228892,57.27590671,10.0,4.226111058,79.9962949,0,0.0,-0.083526619,1.507332105,1,1,MK-4827.PACLITAXEL
OCUBM,MK-4827,MK-8669,10.0,0.01,2.59713257,3.478378003,38.94358858,0.000572526,3.994336344,22.3452615,0,1.0,25.79903992,42.97549192,1,1,MK-4827.MK-8669
SW620,DASATINIB,MK-8776,3.0,4.0,0.00024,0.1,90.5494771,1.0,0.0,100.0,0,1.0,37.13929454,37.13929454,1,1,DASATINIB.MK-8776
A2780,SUNITINIB,TOPOTECAN,5.0,1.0,2.808751244,1.185821501,6.47394234,0.036210594,1.8903236,17.80714371,0,0.0,-10.27497538,4.046537909,1,1,SUNITINIB.TOPOTECAN
A2058,ETOPOSIDE,SUNITINIB,4.0,5.0,0.209211814,10.0,11.2222446,2.294908108,3.504056294,24.61693666,0,0.0,-9.97991529,-1.209346366,1,1,ETOPOSIDE.SUNITINIB
NCIH2122,VINORELBINE,ERLOTINIB,0.04,5.0,0.001766134,10.0,11.31670326,1.832641816,1.295925477,17.31900126,0,0.0,-6.046338616,11.05003561,1,1,ERLOTINIB.VINORELBINE
NCIH520,GEMCITABINE,ABT-888,0.01,10.0,0.002773893,10.0,15.6812855,1.0,0.0,100.0,0,0.0,-14.20581867,-14.20581867,1,1,ABT-888.GEMCITABINE
NCIH2122,ERLOTINIB,ABT-888,5.0,10.0,1.832641816,1.295925477,17.31900126,1.113077125,2.533978193,91.56704289,0,0.0,-8.032984007,0.707390464,1,1,ABT-888.ERLOTINIB
T47D,MK-4541,LAPATINIB,4.0,5.0,2.190223231,4.226337788,73.35433696,0.366750114,0.709811048,33.895983,0,0.0,-22.09478069,-12.79951113,1,1,LAPATINIB.MK-4541
OVCAR3,ABT-888,BEZ-235,10.0,0.4,4.722254934,10.0,81.70759141,0.029958428,1.335400084,6.879194585,0,1.0,9.336709695,12.72197538,1,1,ABT-888.BEZ-235
NCIH520,METHOTREXATE,MK-5108,0.2,2.0,0.041352254,10.0,23.22315421,0.467125114,2.144212024,52.47306326,0,0.0,-21.95587449,-15.46064455,1,1,METHOTREXATE.MK-5108
HT29,DEXAMETHASONE,SORAFENIB,10.0,20.0,1.0,0.0,100.0,6.477696881,4.150983807,6.233054364,0,0.0,-0.919754014,-0.919754014,1,1,DEXAMETHASONE.SORAFENIB
UACC62,MITOMYCINE,MK-8669,1.0,0.01,0.175913308,1.300253292,33.69815044,0.000693121,3.155845824,76.11335754,0,1.0,14.83494501,36.86172606,1,1,MITOMYCINE.MK-8669
DLD1,ZOLINZA,LAPATINIB,4.0,5.0,1.557271976,10.0,38.1997938,5.0,0.734410513,69.41530848,0,1.0,21.23528835,25.03912347,1,1,LAPATINIB.ZOLINZA
VCAP,DEXAMETHASONE,DINACICLIB,10.0,0.04,1.0,0.0,100.0,0.011954639,10.0,1.493141261,0,1.0,6.5704401,6.5704401,1,1,DEXAMETHASONE.DINACICLIB
RKO,CYCLOPHOSPHAMIDE,DASATINIB,10.0,3.0,1.0,0.0,100.0,2.934932551,0.578106261,79.30877087,0,1.0,5.457938192,5.457938192,1,1,CYCLOPHOSPHAMIDE.DASATINIB
NCIH2122,PD325901,MK-8776,0.1,4.0,0.024841707,1.190020387,53.35652855,0.43795554,2.129983949,21.5217691,0,0.0,-26.94277581,-8.462364293,1,1,MK-8776.PD325901
DLD1,PD325901,MK-8669,0.1,0.01,1.0,0.0,100.0,0.002164093,1.372532598,89.88363897,0,1.0,41.53831634,41.53831634,1,1,MK-8669.PD325901
NCIH520,METHOTREXATE,SUNITINIB,0.2,5.0,0.041352254,10.0,23.22315421,4.655412984,5.965008799,0.0,0,0.0,-6.728399005,-4.949152901,1,1,METHOTREXATE.SUNITINIB
UWB1289,PACLITAXEL,BEZ-235,0.04,0.4,0.002841406,2.070935606,12.88976632,0.023756839,2.546209253,21.22492555,0,0.0,-46.22914866,-17.20867545,1,1,BEZ-235.PACLITAXEL
T47D,DASATINIB,TOPOTECAN,3.0,1.0,0.066802514,0.840532462,51.28399852,0.042970392,2.286881924,12.67640477,0,0.0,-31.20571819,-5.238873759,1,1,DASATINIB.TOPOTECAN
RKO,METHOTREXATE,MK-2206,0.2,4.0,0.012684636,10.0,17.24771124,0.579714195,1.153233538,80.29226557,0,1.0,1.885198911,6.591619233,1,1,METHOTREXATE.MK-2206
OCUBM,BORTEZOMIB,OXALIPLATIN,0.04,20.0,0.002120895,10.0,0.0,12.03471873,1.962994398,0.0,0,0.0,-11.31028545,-4.250653605,1,1,BORTEZOMIB.OXALIPLATIN
SKMES1,MK-5108,ABT-888,2.0,10.0,0.46434991,2.090275458,42.20360798,1.0,0.0,100.0,0,1.0,1.859070451,1.859070451,1,1,ABT-888.MK-5108
HT29,AZD1775,MK-8669,0.5,0.01,0.342982665,3.163591651,0.0,0.001892582,0.86060708,77.81589391,0,1.0,24.25423684,31.39821784,1,1,AZD1775.MK-8669
UWB1289,METFORMIN,SUNITINIB,250.0,5.0,250.0,1.848029044,65.20415947,1.428329299,1.538588285,38.86353893,0,1.0,4.481145299,8.107701093,1,1,METFORMIN.SUNITINIB
MSTO,MK-4541,MK-5108,4.0,2.0,0.968984041,10.0,94.79878426,0.65026385,3.045436626,75.41860409,0,0.0,-8.018891652,-5.943117478,1,1,MK-4541.MK-5108
HT144,PD325901,DINACICLIB,0.1,0.04,0.005108788,1.32860513,21.36815866,0.012660859,2.487512726,0.0,0,0.0,-7.918435771,10.58901405,1,1,DINACICLIB.PD325901
NCIH23,L778123,BEZ-235,5.0,0.4,1.02306871,1.304602939,63.92346152,0.039403796,1.402207658,33.57491332,0,1.0,-3.633463224,16.78246253,1,1,BEZ-235.L778123
A2780,PACLITAXEL,BORTEZOMIB,0.04,0.04,0.001721701,10.0,17.00848006,0.00257599,3.177206137,2.49635213,0,0.0,-33.3512854,-17.44213897,1,1,BORTEZOMIB.PACLITAXEL
OV90,METHOTREXATE,DASATINIB,0.2,3.0,0.012223132,10.0,60.97041094,0.159067405,2.488705938,47.44086915,0,0.0,-36.30126921,-4.768386849,1,1,DASATINIB.METHOTREXATE
NCIH1650,MK-2206,PD325901,4.0,0.1,4.0,0.67697761,31.23268828,0.022247656,0.866179183,83.08775928,0,1.0,-13.76220989,3.485239297,1,1,MK-2206.PD325901
HCT116,MITOMYCINE,DASATINIB,1.0,3.0,0.225387595,1.542597707,34.82053236,1.0,0.0,100.0,0,1.0,14.79014442,14.79014442,1,1,DASATINIB.MITOMYCINE
SKOV3,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,10.0,250.0,1.0,0.0,100.0,1.0,0.0,100.0,0,0.0,-8.115057887,-8.115057887,1,1,CYCLOPHOSPHAMIDE.TEMOZOLOMIDE
NCIH2122,SUNITINIB,BEZ-235,5.0,0.4,3.332637087,10.0,60.32903639,0.048907116,1.409202624,20.43740449,0,1.0,20.68328745,24.73681583,1,1,BEZ-235.SUNITINIB
SKMEL30,MITOMYCINE,GELDANAMYCIN,1.0,2.0,0.109281184,1.397103796,54.28163069,0.493918091,10.0,59.9939898,0,1.0,19.17420014,34.96614914,1,1,GELDANAMYCIN.MITOMYCINE
NCIH1650,DEXAMETHASONE,PD325901,10.0,0.1,0.0035,0.1,89.24959761,0.022247656,0.866179183,83.08775928,0,1.0,-7.051670424,5.644018946,1,1,DEXAMETHASONE.PD325901
NCIH23,TEMOZOLOMIDE,MK-8669,250.0,0.01,75.48659523,9.805150552,59.10144016,0.000735258,1.638180792,75.33258112,0,0.0,0.181001301,7.337874733,1,1,MK-8669.TEMOZOLOMIDE
A2780,L778123,ERLOTINIB,5.0,5.0,1.566182541,0.564052358,10.35201702,4.666903069,1.413391053,0.450898924,0,1.0,10.62364844,23.92283051,1,1,ERLOTINIB.L778123
HCT116,5-FU,SORAFENIB,10.0,20.0,8.316207498,1.838232956,0.0,11.8340031,2.727782572,0.0,0,0.0,10.10610823,15.40053073,1,1,5-FU.SORAFENIB
SKMES1,SORAFENIB,DINACICLIB,20.0,0.04,11.13349922,10.0,12.34893381,0.021111322,2.592316703,0.0,0,0.0,4.750656249,7.957892485,1,1,DINACICLIB.SORAFENIB
NCIH2122,MK-4541,METFORMIN,4.0,250.0,0.528547208,1.957996695,92.58429641,250.0,10.0,84.19994674,0,0.0,-8.144317,-6.687653694,1,1,METFORMIN.MK-4541
SKMEL30,TEMOZOLOMIDE,GELDANAMYCIN,250.0,2.0,12.83428646,10.0,88.83237976,0.493918091,10.0,59.9939898,0,1.0,17.77579122,28.45574802,1,1,GELDANAMYCIN.TEMOZOLOMIDE
OVCAR3,MK-4827,TOPOTECAN,10.0,1.0,0.774199042,9.947031275,90.06415512,0.151326302,1.215531374,0.0,0,0.0,-31.49426377,-22.56630666,1,1,MK-4827.TOPOTECAN
UWB1289,MRK-003,DEXAMETHASONE,10.0,10.0,4.13902848,4.546744191,40.33343852,1.0,0.0,100.0,0,0.0,-2.304521501,-2.304521501,1,1,DEXAMETHASONE.MRK-003
SKMEL30,MK-2206,ABT-888,4.0,10.0,0.210249838,10.0,92.96282491,1.0,0.0,100.0,0,1.0,0.616978135,0.616978135,1,1,ABT-888.MK-2206
SW620,GELDANAMYCIN,DINACICLIB,2.0,0.04,0.11519395,3.646598064,17.12113845,0.008632203,2.929524101,19.41772123,0,0.0,-2.379211205,14.02684726,1,1,DINACICLIB.GELDANAMYCIN
SKMES1,MK-4827,ERLOTINIB,10.0,5.0,10.0,1.081847084,63.33828006,0.256268285,1.289271169,25.73392111,0,1.0,-3.954128718,6.072913461,1,1,ERLOTINIB.MK-4827
SKOV3,TOPOTECAN,DINACICLIB,1.0,0.04,0.151094891,1.651900378,14.96424698,0.016148361,10.0,18.99938125,0,0.0,-2.006785539,2.915215269,1,1,DINACICLIB.TOPOTECAN
NCIH1650,GELDANAMYCIN,DINACICLIB,2.0,0.04,0.112435947,2.518605732,4.798928603,0.012708634,10.0,6.497412465,0,0.0,-2.857734315,5.492902713,1,1,DINACICLIB.GELDANAMYCIN
VCAP,PD325901,SORAFENIB,0.1,20.0,1.0,0.0,100.0,12.05227784,10.0,4.600210868,0,1.0,7.473512415,7.473512415,1,1,PD325901.SORAFENIB
SKMEL30,SORAFENIB,MK-8776,20.0,4.0,4.629098254,1.86921124,22.72973457,0.318583551,10.0,54.83043401,0,0.0,-16.46099784,1.692189119,1,1,MK-8776.SORAFENIB
A2780,ABT-888,TOPOTECAN,10.0,1.0,10.0,1.980873154,77.99201698,0.036210594,1.8903236,17.80714371,0,1.0,3.288162412,5.405654794,1,1,ABT-888.TOPOTECAN
NCIH2122,METFORMIN,SORAFENIB,250.0,20.0,250.0,10.0,84.19994674,12.07306172,2.495323445,0.0,0,1.0,8.064853698,9.060273728,1,1,METFORMIN.SORAFENIB
SW837,MK-5108,MK-2206,2.0,4.0,2.0,10.0,93.23041416,0.206308566,10.0,65.97735249,0,0.0,-2.734199972,-1.776267067,1,1,MK-2206.MK-5108
NCIH2122,ERLOTINIB,PD325901,5.0,0.1,1.832641816,1.295925477,17.31900126,0.024841707,1.190020387,53.35652855,0,1.0,50.12299731,71.64949734,1,1,ERLOTINIB.PD325901
SW620,MK-4827,MK-2206,10.0,4.0,1.832425375,1.983716339,53.27669047,1.0,0.0,100.0,0,1.0,42.09586277,42.09586277,1,1,MK-2206.MK-4827
HCT116,CYCLOPHOSPHAMIDE,ABT-888,10.0,10.0,1.0,0.0,100.0,1.0,0.0,100.0,0,1.0,16.77334784,16.77334784,1,1,ABT-888.CYCLOPHOSPHAMIDE
T47D,MITOMYCINE,PD325901,1.0,0.1,0.224957361,1.534897258,25.64697092,0.1,0.412459853,58.27287108,0,0.0,-20.67306109,-0.579816445,1,1,MITOMYCINE.PD325901
A2058,CARBOPLATIN,AZD1775,50.0,0.5,14.6845894,10.0,35.30135498,0.212832215,10.0,26.78168024,0,0.0,25.94735945,30.3028162,1,1,AZD1775.CARBOPLATIN
NCIH1650,MRK-003,MITOMYCINE,10.0,1.0,10.0,0.802200335,49.20493896,0.391935566,1.38549681,9.596430836,0,0.0,-15.56507728,-2.173499807,1,1,MITOMYCINE.MRK-003
NCIH23,ABT-888,SORAFENIB,10.0,20.0,1.0,0.0,100.0,10.60554087,2.511558639,0.0,0,1.0,14.66622792,14.66622792,1,1,ABT-888.SORAFENIB
OCUBM,METFORMIN,DINACICLIB,250.0,0.04,105.335499,10.0,70.60356817,0.009652205,2.72529688,0.0,0,0.0,3.535867298,6.363392695,1,1,DINACICLIB.METFORMIN
UACC62,VINBLASTINE,ABT-888,0.04,10.0,0.00385914,1.467447758,35.07877493,1.0,0.0,100.0,0,0.0,-28.27469747,-28.27469747,1,1,ABT-888.VINBLASTINE
UACC62,MK-4541,CYCLOPHOSPHAMIDE,4.0,10.0,1.0,0.0,100.0,1.0,0.0,100.0,0,1.0,0.304168554,0.304168554,1,1,CYCLOPHOSPHAMIDE.MK-4541
NCIH2122,L778123,BEZ-235,5.0,0.4,5.0,0.441727396,11.16872629,0.048907116,1.409202624,20.43740449,0,1.0,11.37402415,35.14626415,1,1,BEZ-235.L778123
UACC62,GEMCITABINE,DASATINIB,0.01,3.0,0.004607574,4.257338936,29.92302738,1.351653828,1.128839243,68.07289515,0,1.0,10.24895054,15.6384349,1,1,DASATINIB.GEMCITABINE
SKOV3,METFORMIN,SUNITINIB,250.0,5.0,250.0,10.0,84.40216341,4.475165036,1.711497455,0.0,0,1.0,9.706422881,10.86634015,1,1,METFORMIN.SUNITINIB
OVCAR3,DOXORUBICIN,MK-4827,0.3,10.0,0.095678001,0.833162897,0.0,0.774199042,9.947031275,90.06415512,0,0.0,-34.03759117,-24.6352061,1,1,DOXORUBICIN.MK-4827
