CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE
HCT116.PD325901,KRAS,MAP2K1,0.458,mutation
HCT116.L778123,FNTA,HNRNPC,0.161,mutation
HCT116.MK-4541,AR,KRAS,0.44,mutation
HCT116.MK-4541,AR,VAV3,0.56,mutation
HCT116.LAPATINIB,EGFR,PIK3CA,0.1775,mutation
HCT116.LAPATINIB,ERBB2,PIK3CA,0.1775,mutation
HCT116.LAPATINIB,EGFR,F3,0.2,mutation
HCT116.LAPATINIB,EGFR,POLR2A,0.533,mutation
HCT116.LAPATINIB,EGFR,POLM,0.551,mutation
HCT116.LAPATINIB,ERBB2,PLCG1,0.1775,mutation
HCT116.LAPATINIB,CENPE,ERBB2,0.1775,mutation
HCT116.LAPATINIB,BCAR1,EGFR,0.855,mutation
HCT116.LAPATINIB,EGFR,WRAP53,0.542,mutation
HCT116.LAPATINIB,EGFR,HDAC9,0.56,mutation
HCT116.LAPATINIB,ATM,EGFR,0.542,mutation
HCT116.LAPATINIB,EGFR,USP1,0.518,mutation
HCT116.LAPATINIB,EGFR,SMARCA2,0.1775,mutation
HCT116.LAPATINIB,EGFR,ERBB3,0.8325,mutation
HCT116.LAPATINIB,EGFR,FGFR2,0.855,mutation
HCT116.LAPATINIB,EGFR,PPM1D,0.554,mutation
HCT116.LAPATINIB,DDR2,EGFR,0.1775,mutation
HCT116.LAPATINIB,EGFR,SMARCA4,0.1775,mutation
HCT116.LAPATINIB,EGFR,KRAS,0.85,mutation
HCT116.LAPATINIB,EGFR,ZBTB32,0.542,mutation
HCT116.LAPATINIB,EGFR,PLEC,0.2,mutation
HCT116.LAPATINIB,ABL1,EGFR,0.855,mutation
HCT116.LAPATINIB,ERBB2,FASN,0.1775,mutation
HCT116.LAPATINIB,EGFR,MET,0.56,mutation
HCT116.LAPATINIB,EGFR,PRKACB,0.855,mutation
HCT116.LAPATINIB,EGFR,NOTCH1,0.9,mutation
HCT116.LAPATINIB,EGFR,GTF2H1,0.536,mutation
HCT116.MK-2206,AKT1,PIK3CA,0.3982579,mutation
HCT116.MK-2206,AKT1,TXNRD1,0.4305,mutation
HCT116.MK-2206,AKT1,VAV3,0.1775,mutation
HCT116.MK-2206,AKT1,FASN,0.1775,mutation
HCT116.DOXORUBICIN,KRAS,TOP1,0.855,mutation
HCT116.DOXORUBICIN,ABCG2,TOP1,0.1775,mutation
HCT116.DOXORUBICIN,DNMT1,MTF2,0.173,mutation
HCT116.DINACICLIB,CDK2,POLR2A,0.536,mutation
HCT116.DINACICLIB,CDK2,POLM,0.548,mutation
HCT116.DINACICLIB,CDK2,WRAP53,0.557,mutation
HCT116.DINACICLIB,ATM,CDK1,0.1775,mutation
HCT116.DINACICLIB,ATM,CDK2,0.548,mutation
HCT116.DINACICLIB,CDK2,USP1,0.539,mutation
HCT116.DINACICLIB,BRCA2,CDK1,0.1775,mutation
HCT116.DINACICLIB,CDK2,PPM1D,0.551,mutation
HCT116.DINACICLIB,CDK2,KRAS,0.1775,mutation
HCT116.DINACICLIB,CDK9,KRAS,0.443,mutation
HCT116.DINACICLIB,CDK2,ZBTB32,0.557,mutation
HCT116.DINACICLIB,CDK2,GTF2H1,0.545,mutation
HCT116.MK-8776,CHEK1,PIK3CA,0.1775,mutation
HCT116.MK-8776,CHEK1,NF1,0.1775,mutation
HCT116.MK-8776,CHEK1,KNTC1,0.197,mutation
HCT116.MK-8776,CHEK1,NOL11,0.176,mutation
HCT116.MK-8776,CHEK1,HDAC9,0.1775,mutation
HCT116.MK-8776,ATM,CHEK1,0.3982579,mutation
HCT116.MK-8776,BRCA2,CHEK1,0.273125,mutation
HCT116.MK-8776,CHEK1,CHEK2,0.3982579,mutation
HCT116.MK-8776,ABCB1,CHEK1,0.647,mutation
HCT116.MK-5108,AURKA,MAP2,0.5,mutation
HCT116.MK-5108,ABCB1,AURKA,0.605,mutation
HCT116.MK-5108,ABCG2,AURKA,0.5,mutation
HCT116.GELDANAMYCIN,CPNE1,HSP90AB1,0.2,mutation
HCT116.5-FU,LMTK2,TYMS,0.467,mutation
HCT116.5-FU,MAP3K1,TYMS,0.5,mutation
HCT116.5-FU,ITPKC,TYMS,0.467,mutation
HCT116.5-FU,KIF11,TYMS,0.203,mutation
HCT116.5-FU,FLT1,TYMS,0.482,mutation
HCT116.5-FU,DUT,TYMS,0.56,mutation
HCT116.5-FU,FURIN,TYMS,0.5,mutation
HCT116.5-FU,SLC30A2,TYMS,0.5,mutation
HCT116.5-FU,PKN2,TYMS,0.5,mutation
HCT116.5-FU,CCNF,TYMS,0.203,mutation
HCT116.5-FU,DAPK2,TYMS,0.488,mutation
HCT116.DASATINIB,KIT,SPTB,0.506,mutation
HCT116.DASATINIB,CLEC2D,KIT,0.503,mutation
HCT116.DASATINIB,CXCR4,KIT,0.506,mutation
HCT116.DASATINIB,ITGB1,KIT,0.503,mutation
HCT116.DASATINIB,KIT,TRIP11,0.509,mutation
HCT116.DASATINIB,KIT,UTP14A,0.539,mutation
HCT116.DASATINIB,KIT,SV2B,0.506,mutation
HCT116.DASATINIB,FLT3,KIT,0.56,mutation
HCT116.DASATINIB,IFI16,KIT,0.524,mutation
HCT116.DASATINIB,KIT,TRIM24,0.509,mutation
HCT116.DASATINIB,KIT,PDE4DIP,0.554,mutation
HCT116.DASATINIB,IL4,KIT,0.524,mutation
HCT116.DASATINIB,KIT,LRRC37A,0.515,mutation
HCT116.DASATINIB,KIT,NKRF,0.512,mutation
HCT116.DASATINIB,KIT,KRAS,0.44,mutation
HCT116.DASATINIB,KIT,TNFRSF9,0.506,mutation
HCT116.DASATINIB,KIT,MAPK11,0.449,mutation
HCT116.TOPOTECAN,KRAS,TOP1,0.855,mutation
HCT116.TOPOTECAN,ABCG2,TOP1,0.1775,mutation
HCT116.BEZ-235,PIK3CA,PIK3CB,0.56,mutation
HCT116.BEZ-235,MTOR,PIK3CA,0.4305,mutation
HCT116.BEZ-235,MAP1LC3B,MTOR,0.1775,mutation
HCT116.BEZ-235,MTOR,POLR2A,0.53,mutation
HCT116.BEZ-235,MTOR,POLM,0.548,mutation
HCT116.BEZ-235,MTOR,WRAP53,0.542,mutation
HCT116.BEZ-235,ATM,PIK3CA,0.273125,mutation
HCT116.BEZ-235,ATM,MTOR,0.554,mutation
HCT116.BEZ-235,DAB2IP,MTOR,0.1775,mutation
HCT116.BEZ-235,MTOR,USP1,0.518,mutation
HCT116.BEZ-235,LMAN1,PIK3CA,0.167,mutation
HCT116.BEZ-235,MTOR,PPM1D,0.542,mutation
HCT116.BEZ-235,CHEK2,PIK3CA,0.1775,mutation
HCT116.BEZ-235,KRAS,MTOR,0.461,mutation
HCT116.BEZ-235,MTOR,ZBTB32,0.548,mutation
HCT116.BEZ-235,MET,MTOR,0.1775,mutation
HCT116.BEZ-235,PIK3CA,PRPF18,0.167,mutation
HCT116.BEZ-235,GTF2H1,MTOR,0.557,mutation
HCT116.SN-38,KRAS,TOP1,0.855,mutation
HCT116.SN-38,KRAS,TOP2A,0.458,mutation
HCT116.SN-38,ABCG2,TOP1,0.1775,mutation
HCT116.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation
HCT116.ERLOTINIB,EGFR,F3,0.2,mutation
HCT116.ERLOTINIB,EGFR,POLR2A,0.533,mutation
HCT116.ERLOTINIB,EGFR,POLM,0.551,mutation
HCT116.ERLOTINIB,BCAR1,EGFR,0.855,mutation
HCT116.ERLOTINIB,EGFR,WRAP53,0.542,mutation
HCT116.ERLOTINIB,EGFR,HDAC9,0.56,mutation
HCT116.ERLOTINIB,ATM,EGFR,0.542,mutation
HCT116.ERLOTINIB,EGFR,USP1,0.518,mutation
HCT116.ERLOTINIB,EGFR,SMARCA2,0.1775,mutation
HCT116.ERLOTINIB,EGFR,ERBB3,0.8325,mutation
HCT116.ERLOTINIB,EGFR,FGFR2,0.855,mutation
HCT116.ERLOTINIB,EGFR,PPM1D,0.554,mutation
HCT116.ERLOTINIB,DDR2,EGFR,0.1775,mutation
HCT116.ERLOTINIB,EGFR,SMARCA4,0.1775,mutation
HCT116.ERLOTINIB,EGFR,KRAS,0.85,mutation
HCT116.ERLOTINIB,EGFR,ZBTB32,0.542,mutation
HCT116.ERLOTINIB,EGFR,PLEC,0.2,mutation
HCT116.ERLOTINIB,ABL1,EGFR,0.855,mutation
HCT116.ERLOTINIB,EGFR,MET,0.56,mutation
HCT116.ERLOTINIB,EGFR,PRKACB,0.855,mutation
HCT116.ERLOTINIB,EGFR,NOTCH1,0.9,mutation
HCT116.ERLOTINIB,EGFR,GTF2H1,0.536,mutation
HT144.MK-4827,BCL2L1,PARP1,0.1775,mutation
HT144.MK-4827,ATM,PARP1,0.85,mutation
HT144.MK-4827,ATM,PARP2,0.56,mutation
HT144.SORAFENIB,ATM,KDR,0.53,mutation
HT144.SORAFENIB,CAPRIN1,PDGFRA,0.503,mutation
HT144.SORAFENIB,CAPRIN1,PDGFRB,0.503,mutation
HT144.SORAFENIB,CAPRIN1,KIT,0.503,mutation
HT144.SORAFENIB,CAMK2B,PDGFRA,0.53,mutation
HT144.SORAFENIB,CAMK2B,PDGFRB,0.53,mutation
HT144.SORAFENIB,CAMK2B,KIT,0.53,mutation
HT144.SORAFENIB,PDGFRA,TJP1,0.527,mutation
HT144.SORAFENIB,PDGFRB,TJP1,0.527,mutation
HT144.SORAFENIB,KIT,TJP1,0.527,mutation
HT144.ABT-888,BCL2L1,PARP1,0.1775,mutation
HT144.ABT-888,ATM,PARP1,0.85,mutation
HT144.ABT-888,ATM,PARP2,0.56,mutation
HT144.MK-8669,ATM,MTOR,0.554,mutation
HT144.GEMCITABINE,ATM,RRM1,0.53,mutation
HT144.GEMCITABINE,LMTK2,RRM1,0.467,mutation
HT144.GEMCITABINE,LMTK2,TYMS,0.467,mutation
HT144.GEMCITABINE,CMPK1,LMTK2,0.467,mutation
HT144.GEMCITABINE,CSE1L,RRM1,0.5,mutation
HT144.GEMCITABINE,CSE1L,TYMS,0.5,mutation
HT144.GEMCITABINE,CMPK1,CSE1L,0.5,mutation
HT144.SUNITINIB,ATM,KDR,0.53,mutation
HT144.SUNITINIB,CAPRIN1,PDGFRA,0.503,mutation
HT144.SUNITINIB,CAPRIN1,PDGFRB,0.503,mutation
HT144.SUNITINIB,CAPRIN1,KIT,0.503,mutation
HT144.SUNITINIB,CAMK2B,PDGFRA,0.53,mutation
HT144.SUNITINIB,CAMK2B,PDGFRB,0.53,mutation
HT144.SUNITINIB,CAMK2B,KIT,0.53,mutation
HT144.SUNITINIB,PDGFRA,TJP1,0.527,mutation
HT144.SUNITINIB,PDGFRB,TJP1,0.527,mutation
HT144.SUNITINIB,KIT,TJP1,0.527,mutation
HT144.LAPATINIB,ATM,EGFR,0.542,mutation
HT144.MK-2206,AKT1,BCL2L1,0.1775,mutation
HT144.MK-2206,AKT1,BRAF,0.1775,mutation
HT144.DINACICLIB,ATM,CDK1,0.1775,mutation
HT144.DINACICLIB,ATM,CDK2,0.548,mutation
HT144.MK-8776,BCL2L1,CHEK1,0.1775,mutation
HT144.MK-8776,ATM,CHEK1,0.3982579,mutation
HT144.5-FU,LMTK2,TYMS,0.467,mutation
HT144.5-FU,CSE1L,TYMS,0.5,mutation
HT144.DASATINIB,BCL2L1,SRC,0.4305,mutation
HT144.DASATINIB,CAPRIN1,KIT,0.503,mutation
HT144.DASATINIB,CAMK2B,KIT,0.53,mutation
HT144.DASATINIB,KIT,TJP1,0.527,mutation
HT144.BEZ-235,ATM,PIK3CA,0.273125,mutation
HT144.BEZ-235,ATM,MTOR,0.554,mutation
HT144.ERLOTINIB,ATM,EGFR,0.542,mutation
HT29.MK-4827,PARP1,PIK3CA,0.34334375,mutation
HT29.MK-4827,PARP1,ZBTB32,0.56,mutation
HT29.MK-4827,PARP2,ZBTB32,0.557,mutation
HT29.MK-4827,CHUK,PARP1,0.1775,mutation
HT29.MK-4827,PARP1,TP53,0.5173143,mutation
HT29.MK-4827,PARP1,XAB2,0.1775,mutation
HT29.MK-4827,NAE1,PARP1,0.575,mutation
HT29.MK-4827,NAE1,PARP2,0.611,mutation
HT29.SORAFENIB,KDR,ZBTB32,0.536,mutation
HT29.SORAFENIB,PDGFRB,TP53,0.4305,mutation
HT29.SORAFENIB,KDR,TP53,0.4305,mutation
HT29.SORAFENIB,KIT,TP53,0.1775,mutation
HT29.SORAFENIB,CYP2B6,PDGFRA,0.566,mutation
HT29.SORAFENIB,CYP2B6,PDGFRB,0.566,mutation
HT29.SORAFENIB,CYP2B6,KIT,0.566,mutation
HT29.SORAFENIB,CTDSPL,PDGFRA,0.512,mutation
HT29.SORAFENIB,CTDSPL,PDGFRB,0.512,mutation
HT29.SORAFENIB,CTDSPL,KIT,0.512,mutation
HT29.SORAFENIB,PDGFRA,TRIM24,0.509,mutation
HT29.SORAFENIB,PDGFRB,TRIM24,0.509,mutation
HT29.SORAFENIB,KIT,TRIM24,0.509,mutation
HT29.ABT-888,PARP1,PIK3CA,0.34334375,mutation
HT29.ABT-888,PARP1,ZBTB32,0.56,mutation
HT29.ABT-888,PARP2,ZBTB32,0.557,mutation
HT29.ABT-888,CHUK,PARP1,0.1775,mutation
HT29.ABT-888,PARP1,TP53,0.5173143,mutation
HT29.ABT-888,PARP1,XAB2,0.1775,mutation
HT29.ABT-888,NAE1,PARP1,0.575,mutation
HT29.ABT-888,NAE1,PARP2,0.611,mutation
HT29.METFORMIN,NAE1,PRKAB1,0.629,mutation
HT29.MK-8669,MTOR,PIK3CA,0.4305,mutation
HT29.MK-8669,MTOR,ZBTB32,0.548,mutation
HT29.MK-8669,MTOR,TP53,0.464375,mutation
HT29.GEMCITABINE,KHK,RRM1,0.464,mutation
HT29.GEMCITABINE,KHK,TYMS,0.464,mutation
HT29.GEMCITABINE,CMPK1,KHK,0.464,mutation
HT29.GEMCITABINE,RRM1,ZBTB32,0.533,mutation
HT29.GEMCITABINE,EPHB1,RRM1,0.551,mutation
HT29.GEMCITABINE,EPHB1,TYMS,0.551,mutation
HT29.GEMCITABINE,CMPK1,EPHB1,0.551,mutation
HT29.GEMCITABINE,RRM1,SMAD4,0.5,mutation
HT29.GEMCITABINE,SMAD4,TYMS,0.5,mutation
HT29.GEMCITABINE,CMPK1,SMAD4,0.5,mutation
HT29.GEMCITABINE,NAE1,RRM1,0.611,mutation
HT29.GEMCITABINE,NAE1,TYMS,0.5,mutation
HT29.SUNITINIB,KDR,ZBTB32,0.536,mutation
HT29.SUNITINIB,PDGFRB,TP53,0.4305,mutation
HT29.SUNITINIB,KDR,TP53,0.4305,mutation
HT29.SUNITINIB,KIT,TP53,0.1775,mutation
HT29.SUNITINIB,CYP2B6,PDGFRA,0.566,mutation
HT29.SUNITINIB,CYP2B6,PDGFRB,0.566,mutation
HT29.SUNITINIB,CYP2B6,KIT,0.566,mutation
HT29.SUNITINIB,CTDSPL,PDGFRA,0.512,mutation
HT29.SUNITINIB,CTDSPL,PDGFRB,0.512,mutation
HT29.SUNITINIB,CTDSPL,KIT,0.512,mutation
HT29.SUNITINIB,PDGFRA,TRIM24,0.509,mutation
HT29.SUNITINIB,PDGFRB,TRIM24,0.509,mutation
HT29.SUNITINIB,KIT,TRIM24,0.509,mutation
HT29.ETOPOSIDE,NAE1,TOP2A,0.611,mutation
HT29.ZOLINZA,HDAC1,NAE1,0.611,mutation
HT29.ZOLINZA,HDAC2,NAE1,0.611,mutation
HT29.ZOLINZA,HDAC3,NAE1,0.575,mutation
HT29.LAPATINIB,EGFR,PIK3CA,0.1775,mutation
HT29.LAPATINIB,ERBB2,PIK3CA,0.1775,mutation
HT29.LAPATINIB,EGFR,ZBTB32,0.542,mutation
HT29.LAPATINIB,EGFR,TP53,0.273125,mutation
HT29.LAPATINIB,ERBB2,TP53,0.1775,mutation
HT29.MK-2206,AKT1,PIK3CA,0.3982579,mutation
HT29.MK-2206,AKT1,TP53,0.273125,mutation
HT29.MK-2206,AKT1,SMAD4,0.56,mutation
HT29.MK-2206,AKT1,NAE1,0.629,mutation
HT29.MK-2206,AKT2,NAE1,0.575,mutation
HT29.MK-2206,AKT1,BRAF,0.1775,mutation
HT29.DOXORUBICIN,TOP1,TP53,0.1775,mutation
HT29.DOXORUBICIN,NAE1,TOP1,0.629,mutation
HT29.DOXORUBICIN,DNMT1,NAE1,0.629,mutation
HT29.DINACICLIB,CDK2,ZBTB32,0.557,mutation
HT29.DINACICLIB,CDK1,TP53,0.1775,mutation
HT29.DINACICLIB,CDK2,TP53,0.1775,mutation
HT29.DINACICLIB,CDK9,TP53,0.1775,mutation
HT29.DINACICLIB,CDK2,NAE1,0.644,mutation
HT29.MK-8776,CHEK1,PIK3CA,0.1775,mutation
HT29.MK-8776,CHEK1,TP53,0.85,mutation
HT29.MK-8776,CHEK1,NAE1,0.638,mutation
HT29.METHOTREXATE,DHFR,NAE1,0.5,mutation
HT29.MK-5108,AURKA,NAE1,0.611,mutation
HT29.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
HT29.5-FU,KHK,TYMS,0.464,mutation
HT29.5-FU,EPHB1,TYMS,0.551,mutation
HT29.5-FU,SMAD4,TYMS,0.5,mutation
HT29.5-FU,NAE1,TYMS,0.5,mutation
HT29.DASATINIB,KIT,TP53,0.1775,mutation
HT29.DASATINIB,CYP2B6,KIT,0.566,mutation
HT29.DASATINIB,CTDSPL,KIT,0.512,mutation
HT29.DASATINIB,KIT,TRIM24,0.509,mutation
HT29.AZD1775,TP53,WEE1,0.836875,mutation
HT29.AZD1775,NAE1,WEE1,0.611,mutation
HT29.TOPOTECAN,TOP1,TP53,0.1775,mutation
HT29.TOPOTECAN,NAE1,TOP1,0.629,mutation
HT29.BEZ-235,PIK3CA,PIK3CB,0.56,mutation
HT29.BEZ-235,MTOR,PIK3CA,0.4305,mutation
HT29.BEZ-235,MTOR,ZBTB32,0.548,mutation
HT29.BEZ-235,MTOR,TP53,0.464375,mutation
HT29.SN-38,TOP1,TP53,0.1775,mutation
HT29.SN-38,NAE1,TOP1,0.629,mutation
HT29.SN-38,NAE1,TOP2A,0.611,mutation
HT29.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation
HT29.ERLOTINIB,EGFR,ZBTB32,0.542,mutation
HT29.ERLOTINIB,EGFR,TP53,0.273125,mutation
LOVO.MK-4827,PARP1,SMC3,0.855,mutation
LOVO.MK-4827,PARP2,SMC3,0.855,mutation
LOVO.MK-4827,DDB1,PARP1,0.1775,mutation
LOVO.MK-4827,ALK,PARP1,0.1775,mutation
LOVO.MK-4827,BAX,PARP1,0.1775,mutation
LOVO.MK-4827,NIPBL,PARP1,0.855,mutation
LOVO.MK-4827,CASP8,PARP1,0.4305,mutation
LOVO.MK-4827,KRAS,PARP1,0.1775,mutation
LOVO.MK-4827,GTF2H1,PARP1,0.536,mutation
LOVO.MK-4827,GTF2H1,PARP2,0.539,mutation
LOVO.SORAFENIB,ERMP1,PDGFRA,0.506,mutation
LOVO.SORAFENIB,ERMP1,PDGFRB,0.506,mutation
LOVO.SORAFENIB,ERMP1,KIT,0.506,mutation
LOVO.SORAFENIB,ANK3,PDGFRA,0.506,mutation
LOVO.SORAFENIB,ANK3,PDGFRB,0.506,mutation
LOVO.SORAFENIB,ANK3,KIT,0.506,mutation
LOVO.SORAFENIB,DLAT,PDGFRA,0.506,mutation
LOVO.SORAFENIB,DLAT,PDGFRB,0.506,mutation
LOVO.SORAFENIB,DLAT,KIT,0.506,mutation
LOVO.SORAFENIB,PDGFRA,TJP1,0.527,mutation
LOVO.SORAFENIB,PDGFRB,TJP1,0.527,mutation
LOVO.SORAFENIB,KIT,TJP1,0.527,mutation
LOVO.SORAFENIB,DDX26B,PDGFRA,0.506,mutation
LOVO.SORAFENIB,DDX26B,PDGFRB,0.506,mutation
LOVO.SORAFENIB,DDX26B,KIT,0.506,mutation
LOVO.SORAFENIB,CAPRIN1,PDGFRA,0.503,mutation
LOVO.SORAFENIB,CAPRIN1,PDGFRB,0.503,mutation
LOVO.SORAFENIB,CAPRIN1,KIT,0.503,mutation
LOVO.SORAFENIB,CTSB,PDGFRA,0.506,mutation
LOVO.SORAFENIB,CTSB,PDGFRB,0.506,mutation
LOVO.SORAFENIB,CTSB,KIT,0.506,mutation
LOVO.SORAFENIB,MAML1,PDGFRA,0.509,mutation
LOVO.SORAFENIB,MAML1,PDGFRB,0.509,mutation
LOVO.SORAFENIB,KIT,MAML1,0.509,mutation
LOVO.SORAFENIB,PDGFRA,PLCB1,0.443,mutation
LOVO.SORAFENIB,PDGFRB,PLCB1,0.443,mutation
LOVO.SORAFENIB,KIT,PLCB1,0.443,mutation
LOVO.SORAFENIB,PDGFRA,UBA6,0.515,mutation
LOVO.SORAFENIB,PDGFRB,UBA6,0.515,mutation
LOVO.SORAFENIB,KIT,UBA6,0.515,mutation
LOVO.SORAFENIB,ALG10B,PDGFRA,0.503,mutation
LOVO.SORAFENIB,ALG10B,PDGFRB,0.503,mutation
LOVO.SORAFENIB,ALG10B,KIT,0.503,mutation
LOVO.SORAFENIB,PDGFRA,PDLIM5,0.587,mutation
LOVO.SORAFENIB,PDGFRB,PDLIM5,0.587,mutation
LOVO.SORAFENIB,KIT,PDLIM5,0.587,mutation
LOVO.SORAFENIB,PDGFRA,PLEKHM1,0.506,mutation
LOVO.SORAFENIB,PDGFRB,PLEKHM1,0.506,mutation
LOVO.SORAFENIB,KIT,PLEKHM1,0.506,mutation
LOVO.SORAFENIB,ALDOC,PDGFRA,0.509,mutation
LOVO.SORAFENIB,ALDOC,PDGFRB,0.509,mutation
LOVO.SORAFENIB,ALDOC,KIT,0.509,mutation
LOVO.SORAFENIB,CAPN6,PDGFRA,0.506,mutation
LOVO.SORAFENIB,CAPN6,PDGFRB,0.506,mutation
LOVO.SORAFENIB,CAPN6,KIT,0.506,mutation
LOVO.SORAFENIB,KIT,KRAS,0.44,mutation
LOVO.SORAFENIB,CLTC,PDGFRA,0.524,mutation
LOVO.SORAFENIB,CLTC,PDGFRB,0.524,mutation
LOVO.SORAFENIB,CLTC,KIT,0.524,mutation
LOVO.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation
LOVO.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation
LOVO.SORAFENIB,KIT,PDE4DIP,0.554,mutation
LOVO.SORAFENIB,GTF2H1,KDR,0.554,mutation
LOVO.ABT-888,PARP1,SMC3,0.855,mutation
LOVO.ABT-888,PARP2,SMC3,0.855,mutation
LOVO.ABT-888,DDB1,PARP1,0.1775,mutation
LOVO.ABT-888,ALK,PARP1,0.1775,mutation
LOVO.ABT-888,BAX,PARP1,0.1775,mutation
LOVO.ABT-888,NIPBL,PARP1,0.855,mutation
LOVO.ABT-888,CASP8,PARP1,0.4305,mutation
LOVO.ABT-888,KRAS,PARP1,0.1775,mutation
LOVO.ABT-888,GTF2H1,PARP1,0.536,mutation
LOVO.ABT-888,GTF2H1,PARP2,0.539,mutation
LOVO.MK-8669,MAP1LC3A,MTOR,0.1775,mutation
LOVO.MK-8669,ALK,MTOR,0.1775,mutation
LOVO.MK-8669,CREB1,MTOR,0.56,mutation
LOVO.MK-8669,KRAS,MTOR,0.461,mutation
LOVO.MK-8669,GTF2H1,MTOR,0.557,mutation
LOVO.GEMCITABINE,LMTK2,RRM1,0.467,mutation
LOVO.GEMCITABINE,LMTK2,TYMS,0.467,mutation
LOVO.GEMCITABINE,CMPK1,LMTK2,0.467,mutation
LOVO.GEMCITABINE,ASPM,RRM1,0.5,mutation
LOVO.GEMCITABINE,ASPM,TYMS,0.5,mutation
LOVO.GEMCITABINE,ASPM,CMPK1,0.5,mutation
LOVO.GEMCITABINE,RRM1,WNK4,0.554,mutation
LOVO.GEMCITABINE,TYMS,WNK4,0.554,mutation
LOVO.GEMCITABINE,CMPK1,WNK4,0.554,mutation
LOVO.GEMCITABINE,FLT1,RRM1,0.482,mutation
LOVO.GEMCITABINE,FLT1,TYMS,0.482,mutation
LOVO.GEMCITABINE,CMPK1,FLT1,0.482,mutation
LOVO.GEMCITABINE,KIF11,TYMS,0.203,mutation
LOVO.GEMCITABINE,FURIN,RRM1,0.5,mutation
LOVO.GEMCITABINE,FURIN,TYMS,0.5,mutation
LOVO.GEMCITABINE,CMPK1,FURIN,0.5,mutation
LOVO.GEMCITABINE,MAP2K7,RRM1,0.467,mutation
LOVO.GEMCITABINE,MAP2K7,TYMS,0.467,mutation
LOVO.GEMCITABINE,CMPK1,MAP2K7,0.467,mutation
LOVO.GEMCITABINE,RNASEL,RRM1,0.5,mutation
LOVO.GEMCITABINE,RNASEL,TYMS,0.5,mutation
LOVO.GEMCITABINE,CMPK1,RNASEL,0.5,mutation
LOVO.GEMCITABINE,KRAS,RRM1,0.536,mutation
LOVO.GEMCITABINE,CCNF,TYMS,0.203,mutation
LOVO.GEMCITABINE,EPHA1,RRM1,0.5,mutation
LOVO.GEMCITABINE,EPHA1,TYMS,0.5,mutation
LOVO.GEMCITABINE,CMPK1,EPHA1,0.5,mutation
LOVO.GEMCITABINE,FER,RRM1,0.473,mutation
LOVO.GEMCITABINE,FER,TYMS,0.473,mutation
LOVO.GEMCITABINE,CMPK1,FER,0.473,mutation
LOVO.GEMCITABINE,GTF2H1,RRM1,0.512,mutation
LOVO.SUNITINIB,ERMP1,PDGFRA,0.506,mutation
LOVO.SUNITINIB,ERMP1,PDGFRB,0.506,mutation
LOVO.SUNITINIB,ERMP1,KIT,0.506,mutation
LOVO.SUNITINIB,ANK3,PDGFRA,0.506,mutation
LOVO.SUNITINIB,ANK3,PDGFRB,0.506,mutation
LOVO.SUNITINIB,ANK3,KIT,0.506,mutation
LOVO.SUNITINIB,DLAT,PDGFRA,0.506,mutation
LOVO.SUNITINIB,DLAT,PDGFRB,0.506,mutation
LOVO.SUNITINIB,DLAT,KIT,0.506,mutation
LOVO.SUNITINIB,PDGFRA,TJP1,0.527,mutation
LOVO.SUNITINIB,PDGFRB,TJP1,0.527,mutation
LOVO.SUNITINIB,KIT,TJP1,0.527,mutation
LOVO.SUNITINIB,DDX26B,PDGFRA,0.506,mutation
LOVO.SUNITINIB,DDX26B,PDGFRB,0.506,mutation
LOVO.SUNITINIB,DDX26B,KIT,0.506,mutation
LOVO.SUNITINIB,CAPRIN1,PDGFRA,0.503,mutation
LOVO.SUNITINIB,CAPRIN1,PDGFRB,0.503,mutation
LOVO.SUNITINIB,CAPRIN1,KIT,0.503,mutation
LOVO.SUNITINIB,CTSB,PDGFRA,0.506,mutation
LOVO.SUNITINIB,CTSB,PDGFRB,0.506,mutation
LOVO.SUNITINIB,CTSB,KIT,0.506,mutation
LOVO.SUNITINIB,MAML1,PDGFRA,0.509,mutation
LOVO.SUNITINIB,MAML1,PDGFRB,0.509,mutation
LOVO.SUNITINIB,KIT,MAML1,0.509,mutation
LOVO.SUNITINIB,PDGFRA,PLCB1,0.443,mutation
LOVO.SUNITINIB,PDGFRB,PLCB1,0.443,mutation
LOVO.SUNITINIB,KIT,PLCB1,0.443,mutation
LOVO.SUNITINIB,PDGFRA,UBA6,0.515,mutation
LOVO.SUNITINIB,PDGFRB,UBA6,0.515,mutation
LOVO.SUNITINIB,KIT,UBA6,0.515,mutation
LOVO.SUNITINIB,ALG10B,PDGFRA,0.503,mutation
LOVO.SUNITINIB,ALG10B,PDGFRB,0.503,mutation
LOVO.SUNITINIB,ALG10B,KIT,0.503,mutation
LOVO.SUNITINIB,PDGFRA,PDLIM5,0.587,mutation
LOVO.SUNITINIB,PDGFRB,PDLIM5,0.587,mutation
LOVO.SUNITINIB,KIT,PDLIM5,0.587,mutation
LOVO.SUNITINIB,PDGFRA,PLEKHM1,0.506,mutation
LOVO.SUNITINIB,PDGFRB,PLEKHM1,0.506,mutation
LOVO.SUNITINIB,KIT,PLEKHM1,0.506,mutation
