CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE,GENEA.GENEB
RPMI7951.SORAFENIB,CLTA,PDGFRB,0.587,gex,CLTA.PDGFRB
RPMI7951.SORAFENIB,EDF1,KIT,0.506,gex,EDF1.KIT
RPMI7951.SORAFENIB,EDF1,PDGFRA,0.506,gex,EDF1.PDGFRA
RPMI7951.SORAFENIB,EDF1,PDGFRB,0.506,gex,EDF1.PDGFRB
RPMI7951.SORAFENIB,KDR,POLE,0.503,mutation,KDR.POLE
RPMI7951.SORAFENIB,KDR,SSBP1,0.533,gex,KDR.SSBP1
RPMI7951.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
RPMI7951.SORAFENIB,KIT,NFATC2IP,0.44,mutation,KIT.NFATC2IP
RPMI7951.SORAFENIB,KIT,SKP1,0.506,gex,KIT.SKP1
RPMI7951.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
RPMI7951.SORAFENIB,NFATC2IP,PDGFRA,0.44,mutation,NFATC2IP.PDGFRA
RPMI7951.SORAFENIB,NFATC2IP,PDGFRB,0.44,mutation,NFATC2IP.PDGFRB
RPMI7951.SORAFENIB,PDGFRA,SKP1,0.506,gex,PDGFRA.SKP1
RPMI7951.SORAFENIB,PDGFRB,SKP1,0.506,gex,PDGFRB.SKP1
RPMI7951.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
RPMI7951.SUNITINIB,CLTA,KIT,0.587,gex,CLTA.KIT
RPMI7951.SUNITINIB,CLTA,PDGFRA,0.587,gex,CLTA.PDGFRA
RPMI7951.SUNITINIB,CLTA,PDGFRB,0.587,gex,CLTA.PDGFRB
RPMI7951.SUNITINIB,EDF1,KIT,0.506,gex,EDF1.KIT
RPMI7951.SUNITINIB,EDF1,PDGFRA,0.506,gex,EDF1.PDGFRA
RPMI7951.SUNITINIB,EDF1,PDGFRB,0.506,gex,EDF1.PDGFRB
RPMI7951.SUNITINIB,KDR,POLE,0.503,mutation,KDR.POLE
RPMI7951.SUNITINIB,KDR,SSBP1,0.533,gex,KDR.SSBP1
RPMI7951.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
RPMI7951.SUNITINIB,KIT,NFATC2IP,0.44,mutation,KIT.NFATC2IP
RPMI7951.SUNITINIB,KIT,SKP1,0.506,gex,KIT.SKP1
RPMI7951.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
RPMI7951.SUNITINIB,NFATC2IP,PDGFRA,0.44,mutation,NFATC2IP.PDGFRA
RPMI7951.SUNITINIB,NFATC2IP,PDGFRB,0.44,mutation,NFATC2IP.PDGFRB
RPMI7951.SUNITINIB,PDGFRA,SKP1,0.506,gex,PDGFRA.SKP1
RPMI7951.SUNITINIB,PDGFRB,SKP1,0.506,gex,PDGFRB.SKP1
RPMI7951.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
RPMI7951.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
RPMI7951.ZOLINZA,HDAC2,MATR3,0.167,gex,HDAC2.MATR3
SKMEL30.5-FU,CDKN2A,TYMS,0.44,mutation,CDKN2A.TYMS
SKMEL30.ABT-888,ALK,PARP1,0.1775,mutation,ALK.PARP1
SKMEL30.ABT-888,ATAD5,PARP1,0.17,mutation,ATAD5.PARP1
SKMEL30.ABT-888,MDC1,PARP1,0.2,mutation,MDC1.PARP1
SKMEL30.ABT-888,PARP1,POLD1,0.56,gex,PARP1.POLD1
SKMEL30.ABT-888,PARP1,POLR2A,0.521,mutation,PARP1.POLR2A
SKMEL30.ABT-888,PARP1,RAD50,0.1775,gex,PARP1.RAD50
SKMEL30.ABT-888,PARP1,TDG,0.1775,mutation,PARP1.TDG
SKMEL30.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
SKMEL30.ABT-888,PARP2,POLD1,0.557,gex,PARP2.POLD1
SKMEL30.ABT-888,PARP2,POLR2A,0.503,mutation,PARP2.POLR2A
SKMEL30.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
SKMEL30.BEZ-235,ALK,MTOR,0.1775,mutation,ALK.MTOR
SKMEL30.BEZ-235,EZH2,MTOR,0.1775,mutation,EZH2.MTOR
SKMEL30.BEZ-235,MTOR,NRAS,0.461,mutation,MTOR.NRAS
SKMEL30.BEZ-235,MTOR,POLD1,0.545,gex,MTOR.POLD1
SKMEL30.BEZ-235,MTOR,POLR2A,0.53,mutation,MTOR.POLR2A
SKMEL30.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
SKMEL30.DASATINIB,ERMP1,KIT,0.506,mutation,ERMP1.KIT
SKMEL30.DASATINIB,GPC5,KIT,0.521,mutation,GPC5.KIT
SKMEL30.DASATINIB,KIT,MYST3,0.512,mutation,KIT.MYST3
SKMEL30.DASATINIB,KIT,NRAS,0.44,mutation,KIT.NRAS
SKMEL30.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
SKMEL30.DASATINIB,KIT,TRIM24,0.509,gex,KIT.TRIM24
SKMEL30.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
SKMEL30.DINACICLIB,CDK2,POLD1,0.551,gex,CDK2.POLD1
SKMEL30.DINACICLIB,CDK2,POLR2A,0.536,mutation,CDK2.POLR2A
SKMEL30.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
SKMEL30.DINACICLIB,CDK9,NRAS,0.443,mutation,CDK9.NRAS
SKMEL30.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
SKMEL30.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
SKMEL30.ERLOTINIB,ALK,EGFR,0.304,mutation,ALK.EGFR
SKMEL30.ERLOTINIB,EGFR,POLD1,0.554,gex,EGFR.POLD1
SKMEL30.ERLOTINIB,EGFR,POLR2A,0.533,mutation,EGFR.POLR2A
SKMEL30.ERLOTINIB,EGFR,PTPRF,0.2,mutation,EGFR.PTPRF
SKMEL30.ERLOTINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
SKMEL30.ETOPOSIDE,CENPF,TOP2A,0.224,gex,CENPF.TOP2A
SKMEL30.ETOPOSIDE,NRAS,TOP2A,0.458,mutation,NRAS.TOP2A
SKMEL30.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation,HSP90AA1.TP53
SKMEL30.GEMCITABINE,CDKN2A,CMPK1,0.44,mutation,CDKN2A.CMPK1
SKMEL30.GEMCITABINE,CDKN2A,RRM1,0.44,mutation,CDKN2A.RRM1
SKMEL30.GEMCITABINE,CDKN2A,TYMS,0.44,mutation,CDKN2A.TYMS
SKMEL30.GEMCITABINE,NRAS,RRM1,0.536,mutation,NRAS.RRM1
SKMEL30.GEMCITABINE,POLD1,RRM1,0.53,gex,POLD1.RRM1
SKMEL30.GEMCITABINE,POLR2A,RRM1,0.482,mutation,POLR2A.RRM1
SKMEL30.LAPATINIB,ALK,EGFR,0.304,mutation,ALK.EGFR
SKMEL30.LAPATINIB,CENPE,ERBB2,0.1775,gex,CENPE.ERBB2
SKMEL30.LAPATINIB,EGFR,POLD1,0.554,gex,EGFR.POLD1
SKMEL30.LAPATINIB,EGFR,POLR2A,0.533,mutation,EGFR.POLR2A
SKMEL30.LAPATINIB,EGFR,PTPRF,0.2,mutation,EGFR.PTPRF
SKMEL30.LAPATINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
SKMEL30.LAPATINIB,ERBB2,TP53,0.1775,mutation,ERBB2.TP53
SKMEL30.METHOTREXATE,DHFR,SMC2,0.182,gex,DHFR.SMC2
SKMEL30.MK-2206,AKT1,BRAF,0.1775,mutation,AKT1.BRAF
SKMEL30.MK-2206,AKT1,TP53,0.273125,mutation,AKT1.TP53
SKMEL30.MK-4541,AR,NRAS,0.44,mutation,AR.NRAS
SKMEL30.MK-4827,ALK,PARP1,0.1775,mutation,ALK.PARP1
SKMEL30.MK-4827,ATAD5,PARP1,0.17,mutation,ATAD5.PARP1
SKMEL30.MK-4827,MDC1,PARP1,0.2,mutation,MDC1.PARP1
SKMEL30.MK-4827,PARP1,POLD1,0.56,gex,PARP1.POLD1
SKMEL30.MK-4827,PARP1,POLR2A,0.521,mutation,PARP1.POLR2A
SKMEL30.MK-4827,PARP1,RAD50,0.1775,gex,PARP1.RAD50
SKMEL30.MK-4827,PARP1,TDG,0.1775,mutation,PARP1.TDG
SKMEL30.MK-4827,PARP1,TP53,0.5173143,mutation,PARP1.TP53
SKMEL30.MK-4827,PARP2,POLD1,0.557,gex,PARP2.POLD1
SKMEL30.MK-4827,PARP2,POLR2A,0.503,mutation,PARP2.POLR2A
SKMEL30.MK-5108,AURKA,TUBB1,0.5,mutation,AURKA.TUBB1
SKMEL30.MK-8669,ALK,MTOR,0.1775,mutation,ALK.MTOR
SKMEL30.MK-8669,EZH2,MTOR,0.1775,mutation,EZH2.MTOR
SKMEL30.MK-8669,MTOR,NRAS,0.461,mutation,MTOR.NRAS
SKMEL30.MK-8669,MTOR,POLD1,0.545,gex,MTOR.POLD1
SKMEL30.MK-8669,MTOR,POLR2A,0.53,mutation,MTOR.POLR2A
SKMEL30.MK-8669,MTOR,TP53,0.464375,mutation,MTOR.TP53
SKMEL30.MK-8776,CDKN2A,CHEK1,0.1775,mutation,CDKN2A.CHEK1
SKMEL30.MK-8776,CHEK1,RAD50,0.4305,gex,CHEK1.RAD50
SKMEL30.MK-8776,CHEK1,SMC2,0.2,gex,CHEK1.SMC2
SKMEL30.MK-8776,CHEK1,TP53,0.85,mutation,CHEK1.TP53
SKMEL30.PD325901,MAP2K1,NRAS,0.458,mutation,MAP2K1.NRAS
SKMEL30.SN-38,CENPF,TOP2A,0.224,gex,CENPF.TOP2A
SKMEL30.SN-38,NRAS,TOP2A,0.458,mutation,NRAS.TOP2A
SKMEL30.SN-38,TOP1,TP53,0.1775,mutation,TOP1.TP53
SKMEL30.SORAFENIB,ERMP1,KIT,0.506,mutation,ERMP1.KIT
SKMEL30.SORAFENIB,ERMP1,PDGFRA,0.506,mutation,ERMP1.PDGFRA
SKMEL30.SORAFENIB,ERMP1,PDGFRB,0.506,mutation,ERMP1.PDGFRB
SKMEL30.SORAFENIB,GPC5,KIT,0.521,mutation,GPC5.KIT
SKMEL30.SORAFENIB,GPC5,PDGFRA,0.521,mutation,GPC5.PDGFRA
SKMEL30.SORAFENIB,GPC5,PDGFRB,0.521,mutation,GPC5.PDGFRB
SKMEL30.SORAFENIB,KDR,POLD1,0.554,gex,KDR.POLD1
SKMEL30.SORAFENIB,KDR,POLR2A,0.527,mutation,KDR.POLR2A
SKMEL30.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
SKMEL30.SORAFENIB,KIT,MYST3,0.512,mutation,KIT.MYST3
SKMEL30.SORAFENIB,KIT,NRAS,0.44,mutation,KIT.NRAS
SKMEL30.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
SKMEL30.SORAFENIB,KIT,TRIM24,0.509,gex,KIT.TRIM24
SKMEL30.SORAFENIB,MYST3,PDGFRA,0.512,mutation,MYST3.PDGFRA
SKMEL30.SORAFENIB,MYST3,PDGFRB,0.512,mutation,MYST3.PDGFRB
SKMEL30.SORAFENIB,PDGFRA,TRIM24,0.509,gex,PDGFRA.TRIM24
SKMEL30.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
SKMEL30.SORAFENIB,PDGFRB,TRIM24,0.509,gex,PDGFRB.TRIM24
SKMEL30.SUNITINIB,ERMP1,KIT,0.506,mutation,ERMP1.KIT
SKMEL30.SUNITINIB,ERMP1,PDGFRA,0.506,mutation,ERMP1.PDGFRA
SKMEL30.SUNITINIB,ERMP1,PDGFRB,0.506,mutation,ERMP1.PDGFRB
SKMEL30.SUNITINIB,GPC5,KIT,0.521,mutation,GPC5.KIT
SKMEL30.SUNITINIB,GPC5,PDGFRA,0.521,mutation,GPC5.PDGFRA
SKMEL30.SUNITINIB,GPC5,PDGFRB,0.521,mutation,GPC5.PDGFRB
SKMEL30.SUNITINIB,KDR,POLD1,0.554,gex,KDR.POLD1
SKMEL30.SUNITINIB,KDR,POLR2A,0.527,mutation,KDR.POLR2A
SKMEL30.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
SKMEL30.SUNITINIB,KIT,MYST3,0.512,mutation,KIT.MYST3
SKMEL30.SUNITINIB,KIT,NRAS,0.44,mutation,KIT.NRAS
SKMEL30.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
SKMEL30.SUNITINIB,KIT,TRIM24,0.509,gex,KIT.TRIM24
SKMEL30.SUNITINIB,MYST3,PDGFRA,0.512,mutation,MYST3.PDGFRA
SKMEL30.SUNITINIB,MYST3,PDGFRB,0.512,mutation,MYST3.PDGFRB
SKMEL30.SUNITINIB,PDGFRA,TRIM24,0.509,gex,PDGFRA.TRIM24
SKMEL30.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
SKMEL30.SUNITINIB,PDGFRB,TRIM24,0.509,gex,PDGFRB.TRIM24
SKMEL30.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
SKMES1.ABT-888,ARF6,PARP1,0.1775,mutation,ARF6.PARP1
SKMES1.ABT-888,IGHMBP2,PARP1,0.557,mutation,IGHMBP2.PARP1
SKMES1.ABT-888,KRAS,PARP1,0.1775,gex,KRAS.PARP1
SKMES1.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
SKMES1.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
SKMES1.BEZ-235,ACP1,PIK3CA,0.17,gex,ACP1.PIK3CA
SKMES1.BEZ-235,IGHMBP2,MTOR,0.536,mutation,IGHMBP2.MTOR
SKMES1.BEZ-235,KRAS,MTOR,0.461,gex,KRAS.MTOR
SKMES1.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
SKMES1.DASATINIB,DDX26B,KIT,0.506,mutation,DDX26B.KIT
SKMES1.DASATINIB,KIT,KRAS,0.44,gex,KIT.KRAS
SKMES1.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
SKMES1.DASATINIB,KIT,UTP14A,0.539,gex,KIT.UTP14A
SKMES1.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
SKMES1.DINACICLIB,CDK2,IGHMBP2,0.557,mutation,CDK2.IGHMBP2
SKMES1.DINACICLIB,CDK2,KRAS,0.1775,gex,CDK2.KRAS
SKMES1.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
SKMES1.DINACICLIB,CDK9,KRAS,0.443,gex,CDK9.KRAS
SKMES1.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
SKMES1.DOXORUBICIN,KRAS,TOP1,0.855,gex,KRAS.TOP1
SKMES1.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
SKMES1.ERLOTINIB,EGFR,IGHMBP2,0.548,mutation,EGFR.IGHMBP2
SKMES1.ERLOTINIB,EGFR,KRAS,0.85,gex,EGFR.KRAS
SKMES1.ERLOTINIB,EGFR,RET,0.855,mutation,EGFR.RET
SKMES1.ERLOTINIB,EGFR,RPS6KA2,0.56,mutation,EGFR.RPS6KA2
SKMES1.ERLOTINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
SKMES1.ETOPOSIDE,CCNE2,TOP2A,0.2,mutation,CCNE2.TOP2A
SKMES1.ETOPOSIDE,KRAS,TOP2A,0.458,gex,KRAS.TOP2A
SKMES1.GELDANAMYCIN,CPNE1,HSP90AB1,0.2,mutation,CPNE1.HSP90AB1
SKMES1.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation,HSP90AA1.TP53
SKMES1.GEMCITABINE,IGHMBP2,RRM1,0.536,mutation,IGHMBP2.RRM1
SKMES1.GEMCITABINE,KRAS,RRM1,0.536,gex,KRAS.RRM1
SKMES1.LAPATINIB,EGFR,IGHMBP2,0.548,mutation,EGFR.IGHMBP2
SKMES1.LAPATINIB,EGFR,KRAS,0.85,gex,EGFR.KRAS
SKMES1.LAPATINIB,EGFR,RET,0.855,mutation,EGFR.RET
SKMES1.LAPATINIB,EGFR,RPS6KA2,0.56,mutation,EGFR.RPS6KA2
SKMES1.LAPATINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
SKMES1.LAPATINIB,ERBB2,TP53,0.1775,mutation,ERBB2.TP53
SKMES1.MK-2206,AKT1,TP53,0.273125,mutation,AKT1.TP53
SKMES1.MK-2206,AKT1,TXNRD1,0.4305,mutation,AKT1.TXNRD1
SKMES1.MK-2206,AKT1,VAV3,0.1775,mutation,AKT1.VAV3
SKMES1.MK-2206,AKT1,XIAP,0.1775,gex,AKT1.XIAP
SKMES1.MK-4541,AR,KRAS,0.44,gex,AR.KRAS
SKMES1.MK-4541,AR,VAV3,0.56,mutation,AR.VAV3
SKMES1.MK-4827,ARF6,PARP1,0.1775,mutation,ARF6.PARP1
SKMES1.MK-4827,IGHMBP2,PARP1,0.557,mutation,IGHMBP2.PARP1
SKMES1.MK-4827,KRAS,PARP1,0.1775,gex,KRAS.PARP1
SKMES1.MK-4827,PARP1,TP53,0.5173143,mutation,PARP1.TP53
SKMES1.MK-5108,ABCC1,AURKA,0.5,mutation,ABCC1.AURKA
SKMES1.MK-8669,IGHMBP2,MTOR,0.536,mutation,IGHMBP2.MTOR
SKMES1.MK-8669,KRAS,MTOR,0.461,gex,KRAS.MTOR
SKMES1.MK-8669,MTOR,TP53,0.464375,mutation,MTOR.TP53
SKMES1.MK-8776,CHEK1,NF1,0.1775,mutation,CHEK1.NF1
SKMES1.MK-8776,CHEK1,TP53,0.85,mutation,CHEK1.TP53
SKMES1.PD325901,KRAS,MAP2K1,0.458,gex,KRAS.MAP2K1
SKMES1.SN-38,CCNE2,TOP2A,0.2,mutation,CCNE2.TOP2A
SKMES1.SN-38,KRAS,TOP1,0.855,gex,KRAS.TOP1
SKMES1.SN-38,KRAS,TOP2A,0.458,gex,KRAS.TOP2A
SKMES1.SN-38,TOP1,TP53,0.1775,mutation,TOP1.TP53
SKMES1.SORAFENIB,DDX26B,KIT,0.506,mutation,DDX26B.KIT
SKMES1.SORAFENIB,DDX26B,PDGFRA,0.506,mutation,DDX26B.PDGFRA
SKMES1.SORAFENIB,DDX26B,PDGFRB,0.506,mutation,DDX26B.PDGFRB
SKMES1.SORAFENIB,IGHMBP2,KDR,0.551,mutation,IGHMBP2.KDR
SKMES1.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
SKMES1.SORAFENIB,KIT,KRAS,0.44,gex,KIT.KRAS
SKMES1.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
SKMES1.SORAFENIB,KIT,UTP14A,0.539,gex,KIT.UTP14A
SKMES1.SORAFENIB,PDGFRA,UTP14A,0.539,gex,PDGFRA.UTP14A
SKMES1.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
SKMES1.SORAFENIB,PDGFRB,UTP14A,0.539,gex,PDGFRB.UTP14A
SKMES1.SUNITINIB,DDX26B,KIT,0.506,mutation,DDX26B.KIT
SKMES1.SUNITINIB,DDX26B,PDGFRA,0.506,mutation,DDX26B.PDGFRA
SKMES1.SUNITINIB,DDX26B,PDGFRB,0.506,mutation,DDX26B.PDGFRB
SKMES1.SUNITINIB,IGHMBP2,KDR,0.551,mutation,IGHMBP2.KDR
SKMES1.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
SKMES1.SUNITINIB,KIT,KRAS,0.44,gex,KIT.KRAS
SKMES1.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
SKMES1.SUNITINIB,KIT,UTP14A,0.539,gex,KIT.UTP14A
SKMES1.SUNITINIB,PDGFRA,UTP14A,0.539,gex,PDGFRA.UTP14A
SKMES1.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
SKMES1.SUNITINIB,PDGFRB,UTP14A,0.539,gex,PDGFRB.UTP14A
SKMES1.TOPOTECAN,KRAS,TOP1,0.855,gex,KRAS.TOP1
SKMES1.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
SKMES1.ZOLINZA,CASP8AP2,HDAC2,0.2,mutation,CASP8AP2.HDAC2
SKOV3.5-FU,ASPM,TYMS,0.5,gex,ASPM.TYMS
SKOV3.5-FU,AURKA,TYMS,0.563,gex,AURKA.TYMS
SKOV3.5-FU,BARD1,TYMS,0.2,gex,BARD1.TYMS
SKOV3.5-FU,CHEK1,TYMS,0.647,gex,CHEK1.TYMS
SKOV3.5-FU,CKS2,TYMS,0.452,gex,CKS2.TYMS
SKOV3.5-FU,CSE1L,TYMS,0.5,gex,CSE1L.TYMS
SKOV3.5-FU,DUT,TYMS,0.56,gex,DUT.TYMS
SKOV3.5-FU,KIF11,TYMS,0.203,gex,KIF11.TYMS
SKOV3.5-FU,PBK,TYMS,0.191,gex,PBK.TYMS
SKOV3.5-FU,RNASEL,TYMS,0.5,mutation,RNASEL.TYMS
SKOV3.5-FU,RRM1,TYMS,0.5,gex,RRM1.TYMS
SKOV3.5-FU,THOC1,TYMS,0.2,mutation,THOC1.TYMS
SKOV3.ABT-888,ATM,PARP1,0.85,mutation,ATM.PARP1
SKOV3.ABT-888,ATM,PARP2,0.56,mutation,ATM.PARP2
SKOV3.ABT-888,CDK4,PARP1,0.6355,gex,CDK4.PARP1
SKOV3.ABT-888,CDK4,PARP2,0.554,gex,CDK4.PARP2
SKOV3.ABT-888,CHEK1,PARP1,0.56,gex,CHEK1.PARP1
SKOV3.ABT-888,CHUK,PARP1,0.1775,mutation,CHUK.PARP1
SKOV3.ABT-888,DLGAP5,PARP2,0.2,gex,DLGAP5.PARP2
SKOV3.ABT-888,KIAA1524,PARP1,0.1775,gex,KIAA1524.PARP1
SKOV3.ABT-888,MRE11A,PARP1,0.1775,gex,MRE11A.PARP1
SKOV3.ABT-888,NHP2,PARP1,0.545,gex,NHP2.PARP1
SKOV3.ABT-888,PARP1,PIK3CA,0.34334375,mutation,PARP1.PIK3CA
SKOV3.ABT-888,PARP1,POLD1,0.56,mutation,PARP1.POLD1
SKOV3.ABT-888,PARP1,POLE,0.548,gex,PARP1.POLE
SKOV3.ABT-888,PARP1,RAD21,0.855,gex,PARP1.RAD21
SKOV3.ABT-888,PARP1,RAD51,0.85,gex,PARP1.RAD51
SKOV3.ABT-888,PARP1,RAD9A,0.56,gex,PARP1.RAD9A
SKOV3.ABT-888,PARP1,ROS1,0.1775,mutation,PARP1.ROS1
SKOV3.ABT-888,PARP1,RRM1,0.521,gex,PARP1.RRM1
SKOV3.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
SKOV3.ABT-888,PARP2,POLD1,0.557,mutation,PARP2.POLD1
SKOV3.ABT-888,PARP2,POLE,0.536,gex,PARP2.POLE
SKOV3.ABT-888,PARP2,RAD21,0.855,gex,PARP2.RAD21
SKOV3.ABT-888,PARP2,RAD51,0.536,gex,PARP2.RAD51
SKOV3.ABT-888,PARP2,RAD9A,0.53,gex,PARP2.RAD9A
SKOV3.ABT-888,PARP2,RRM1,0.527,gex,PARP2.RRM1
SKOV3.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
SKOV3.BEZ-235,ATM,MTOR,0.554,mutation,ATM.MTOR
SKOV3.BEZ-235,ATM,PIK3CA,0.273125,mutation,ATM.PIK3CA
SKOV3.BEZ-235,CDK4,MTOR,0.557,gex,CDK4.MTOR
SKOV3.BEZ-235,CDK4,PIK3CA,0.56,gex,CDK4.PIK3CA
SKOV3.BEZ-235,CHEK1,PIK3CA,0.1775,gex,CHEK1.PIK3CA
SKOV3.BEZ-235,MTOR,NHP2,0.557,gex,MTOR.NHP2
SKOV3.BEZ-235,MTOR,PIK3CA,0.4305,mutation,MTOR.PIK3CA
SKOV3.BEZ-235,MTOR,POLD1,0.545,mutation,MTOR.POLD1
SKOV3.BEZ-235,MTOR,POLE,0.542,gex,MTOR.POLE
SKOV3.BEZ-235,MTOR,RAD51,0.554,gex,MTOR.RAD51
SKOV3.BEZ-235,MTOR,RAD9A,0.554,gex,MTOR.RAD9A
SKOV3.BEZ-235,MTOR,RRM1,0.536,gex,MTOR.RRM1
SKOV3.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
SKOV3.BEZ-235,PIK3CA,PIK3CB,0.56,mutation,PIK3CA.PIK3CB
SKOV3.DASATINIB,ANK3,KIT,0.506,mutation,ANK3.KIT
SKOV3.DASATINIB,CEACAM1,KIT,0.509,mutation,CEACAM1.KIT
SKOV3.DASATINIB,CPSF1,KIT,0.506,mutation,CPSF1.KIT
SKOV3.DASATINIB,DBF4,KIT,0.557,gex,DBF4.KIT
SKOV3.DASATINIB,FLT3,KIT,0.56,mutation,FLT3.KIT
SKOV3.DASATINIB,KIT,NCOA3,0.503,mutation,KIT.NCOA3
SKOV3.DASATINIB,KIT,TBCCD1,0.512,mutation,KIT.TBCCD1
SKOV3.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
SKOV3.DINACICLIB,ATM,CDK1,0.1775,mutation,ATM.CDK1
SKOV3.DINACICLIB,ATM,CDK2,0.548,mutation,ATM.CDK2
SKOV3.DINACICLIB,CDK1,CDK9,0.1775,gex,CDK1.CDK9
SKOV3.DINACICLIB,CDK1,CHEK1,0.1775,gex,CDK1.CHEK1
SKOV3.DINACICLIB,CDK1,MAD2L1,0.182,gex,CDK1.MAD2L1
SKOV3.DINACICLIB,CDK1,STIL,0.203,gex,CDK1.STIL
SKOV3.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
SKOV3.DINACICLIB,CDK2,CDK4,0.6355,gex,CDK2.CDK4
SKOV3.DINACICLIB,CDK2,NHP2,0.545,gex,CDK2.NHP2
SKOV3.DINACICLIB,CDK2,POLD1,0.551,mutation,CDK2.POLD1
SKOV3.DINACICLIB,CDK2,POLE,0.557,gex,CDK2.POLE
SKOV3.DINACICLIB,CDK2,RAD51,0.551,gex,CDK2.RAD51
SKOV3.DINACICLIB,CDK2,RAD51AP1,0.2,gex,CDK2.RAD51AP1
SKOV3.DINACICLIB,CDK2,RAD9A,0.551,gex,CDK2.RAD9A
SKOV3.DINACICLIB,CDK2,RRM1,0.551,gex,CDK2.RRM1
SKOV3.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
SKOV3.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
SKOV3.DOXORUBICIN,CHEK1,TOP1,0.1775,gex,CHEK1.TOP1
SKOV3.DOXORUBICIN,DNMT1,NFATC3,0.173,mutation,DNMT1.NFATC3
SKOV3.DOXORUBICIN,DNMT1,STIL,0.2,gex,DNMT1.STIL
SKOV3.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
SKOV3.ERLOTINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
SKOV3.ERLOTINIB,AURKA,EGFR,0.8325,gex,AURKA.EGFR
SKOV3.ERLOTINIB,CDK4,EGFR,0.545,gex,CDK4.EGFR
SKOV3.ERLOTINIB,DUSP7,EGFR,0.855,mutation,DUSP7.EGFR
SKOV3.ERLOTINIB,EGFR,KIAA1524,0.56,gex,EGFR.KIAA1524
SKOV3.ERLOTINIB,EGFR,NHP2,0.536,gex,EGFR.NHP2
SKOV3.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation,EGFR.PIK3CA
SKOV3.ERLOTINIB,EGFR,POLD1,0.554,mutation,EGFR.POLD1
SKOV3.ERLOTINIB,EGFR,POLE,0.533,gex,EGFR.POLE
SKOV3.ERLOTINIB,EGFR,RAD51,0.515,gex,EGFR.RAD51
